external_item_id,itemName,current_is_active,current_images,proposed_chosen_image,proposed_thumbnails_json,current_chosen_image,current_thumbnails_json,current_hero_image,update_plan_status,update_notes
ryderwear_female_lift_2_0_shorts_foldover_ribbed_high_waisted,,0,images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/01.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/02.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/03.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/04.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/05.webp,images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/01.webp,images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/01.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/02.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/03.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/04.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/05.webp,,,,ready_for_hero_field_update,derived chosen_image/thumbnails_json from current images; leave hero_image/is_active/featured unchanged
ryderwear_female_contour_sports_bra_rib_waistband_light_support,,0,images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/01.png;images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/02.png;images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/03.png;images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/04.png,images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/01.png,images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/01.png;images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/02.png;images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/03.png;images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/04.png,,,,ready_for_hero_field_update,derived chosen_image/thumbnails_json from current images; leave hero_image/is_active/featured unchanged
ryderwear_female_contour_shorts_foldover_ribbed_high_waisted,,0,images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/01.png;images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/02.png;images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/03.png;images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/04.png;images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/05.png;images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/06.png,images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/01.png,images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/01.png;images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/02.png;images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/03.png;images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/04.png;images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/05.png;images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/06.png,,,,ready_for_hero_field_update,derived chosen_image/thumbnails_json from current images; leave hero_image/is_active/featured unchanged
ryderwear_female_contour_leggings_foldover_ribbed_high_waisted,,0,images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/01.png;images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/02.png;images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/03.png;images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/04.png;images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/05.png,images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/01.png,images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/01.png;images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/02.png;images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/03.png;images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/04.png;images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/05.png,,,,ready_for_hero_field_update,derived chosen_image/thumbnails_json from current images; leave hero_image/is_active/featured unchanged
ryderwear_female_contour_track_pants_brushed_fleece_elastic_waistband_ankle_cuff,,0,images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/01.webp;images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/02.jpg;images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/03.webp;images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/04.jpg;images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/05.webp;images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/06.webp,images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/01.webp,images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/01.webp;images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/02.jpg;images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/03.webp;images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/04.jpg;images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/05.webp;images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/06.webp,,,,ready_for_hero_field_update,derived chosen_image/thumbnails_json from current images; leave hero_image/is_active/featured unchanged
ryderwear_female_sculpt_shorts_foldover_ribbed_high_waisted_scrunch,,0,images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/01.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/02.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/03.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/04.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/05.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/06.webp,images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/01.webp,images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/01.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/02.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/03.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/04.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/05.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/06.webp,,,,ready_for_hero_field_update,derived chosen_image/thumbnails_json from current images; leave hero_image/is_active/featured unchanged
ryderwear_female_sculpt_leggings_foldover_ribbed_high_waisted_scrunch,,0,images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/01.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/02.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/03.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/04.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/05.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/06.webp,images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/01.webp,images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/01.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/02.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/03.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/04.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/05.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/06.webp,,,,ready_for_hero_field_update,derived chosen_image/thumbnails_json from current images; leave hero_image/is_active/featured unchanged
ryderwear_female_ultra_tank_top_mesh,,0,images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/01.webp;images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/02.webp;images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/03.webp;images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/04.webp;images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/05.webp,images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/01.webp,images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/01.webp;images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/02.webp;images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/03.webp;images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/04.webp;images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/05.webp,,,,ready_for_hero_field_update,derived chosen_image/thumbnails_json from current images; leave hero_image/is_active/featured unchanged
ryderwear_female_ultra_tank_top_scoop,,0,images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/01.webp;images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/02.webp;images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/03.webp;images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/04.webp;images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/05.webp,images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/01.webp,images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/01.webp;images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/02.webp;images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/03.webp;images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/04.webp;images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/05.webp,,,,ready_for_hero_field_update,derived chosen_image/thumbnails_json from current images; leave hero_image/is_active/featured unchanged
ryderwear_female_ultra_t_shirt_scoop,,0,images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/01.webp;images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/02.webp;images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/03.webp;images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/04.webp;images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/05.webp,images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/01.webp,images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/01.webp;images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/02.webp;images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/03.webp;images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/04.webp;images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/05.webp,,,,ready_for_hero_field_update,derived chosen_image/thumbnails_json from current images; leave hero_image/is_active/featured unchanged
ryderwear_female_slouchy_off_shoulder_top,,0,images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/01.webp;images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/02.webp;images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/03.webp;images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/04.webp;images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/05.webp,images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/01.webp,images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/01.webp;images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/02.webp;images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/03.webp;images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/04.webp;images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/05.webp,,,,ready_for_hero_field_update,derived chosen_image/thumbnails_json from current images; leave hero_image/is_active/featured unchanged
