model_id,itemName,collection,subCategory,current_db_itemId,current_images,copied_project_image_folder,copied_image_files,proposed_images_value,proposed_primary_image,proposed_secondary_image,update_plan_status,update_notes
ryderwear_female_nkd_t_shirt,NKD Tee,NKD,T_Shirt,98,,images/brands/ryderwear/women/nkd/tops/tee/slight-cropped/chocolate,images/brands/ryderwear/women/nkd/tops/tee/slight-cropped/chocolate/01.webp | images/brands/ryderwear/women/nkd/tops/tee/slight-cropped/chocolate/02.webp | images/brands/ryderwear/women/nkd/tops/tee/slight-cropped/chocolate/03.webp | images/brands/ryderwear/women/nkd/tops/tee/slight-cropped/chocolate/04.webp | images/brands/ryderwear/women/nkd/tops/tee/slight-cropped/chocolate/05.webp | images/brands/ryderwear/women/nkd/tops/tee/slight-cropped/chocolate/06.webp,images/brands/ryderwear/women/nkd/tops/tee/slight-cropped/chocolate/01.webp;images/brands/ryderwear/women/nkd/tops/tee/slight-cropped/chocolate/02.webp;images/brands/ryderwear/women/nkd/tops/tee/slight-cropped/chocolate/03.webp;images/brands/ryderwear/women/nkd/tops/tee/slight-cropped/chocolate/04.webp;images/brands/ryderwear/women/nkd/tops/tee/slight-cropped/chocolate/05.webp;images/brands/ryderwear/women/nkd/tops/tee/slight-cropped/chocolate/06.webp,images/brands/ryderwear/women/nkd/tops/tee/slight-cropped/chocolate/01.webp,images/brands/ryderwear/women/nkd/tops/tee/slight-cropped/chocolate/02.webp,ready_for_productdb_image_update,
ryderwear_female_nkd_bodysuit_underwire_keyhole_cross_over_back_scrunch,NKD Underwire Keyhole Bodysuit,NKD,Bodysuit,100,,images/brands/ryderwear/women/nkd/bodysuit/construction/underwire/keyhole/sports-bra/vanilla,images/brands/ryderwear/women/nkd/bodysuit/construction/underwire/keyhole/sports-bra/vanilla/01.webp | images/brands/ryderwear/women/nkd/bodysuit/construction/underwire/keyhole/sports-bra/vanilla/02.webp | images/brands/ryderwear/women/nkd/bodysuit/construction/underwire/keyhole/sports-bra/vanilla/03.webp | images/brands/ryderwear/women/nkd/bodysuit/construction/underwire/keyhole/sports-bra/vanilla/04.webp | images/brands/ryderwear/women/nkd/bodysuit/construction/underwire/keyhole/sports-bra/vanilla/05.webp | images/brands/ryderwear/women/nkd/bodysuit/construction/underwire/keyhole/sports-bra/vanilla/06.webp,images/brands/ryderwear/women/nkd/bodysuit/construction/underwire/keyhole/sports-bra/vanilla/01.webp;images/brands/ryderwear/women/nkd/bodysuit/construction/underwire/keyhole/sports-bra/vanilla/02.webp;images/brands/ryderwear/women/nkd/bodysuit/construction/underwire/keyhole/sports-bra/vanilla/03.webp;images/brands/ryderwear/women/nkd/bodysuit/construction/underwire/keyhole/sports-bra/vanilla/04.webp;images/brands/ryderwear/women/nkd/bodysuit/construction/underwire/keyhole/sports-bra/vanilla/05.webp;images/brands/ryderwear/women/nkd/bodysuit/construction/underwire/keyhole/sports-bra/vanilla/06.webp,images/brands/ryderwear/women/nkd/bodysuit/construction/underwire/keyhole/sports-bra/vanilla/01.webp,images/brands/ryderwear/women/nkd/bodysuit/construction/underwire/keyhole/sports-bra/vanilla/02.webp,ready_for_productdb_image_update,
ryderwear_female_lift_2_0_leggings_foldover_ribbed_high_waisted,Lift 2.0 BBL Seamless High-Waisted Leggings,Lift_2_0,Leggings,76,,images/brands/ryderwear/women/non-nkd/bottoms/leggings/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/berry,images/brands/ryderwear/women/non-nkd/bottoms/leggings/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/berry/01.webp | images/brands/ryderwear/women/non-nkd/bottoms/leggings/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/berry/02.webp | images/brands/ryderwear/women/non-nkd/bottoms/leggings/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/berry/03.webp | images/brands/ryderwear/women/non-nkd/bottoms/leggings/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/berry/04.webp,images/brands/ryderwear/women/non-nkd/bottoms/leggings/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/berry/01.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/berry/02.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/berry/03.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/berry/04.webp,images/brands/ryderwear/women/non-nkd/bottoms/leggings/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/berry/01.webp,images/brands/ryderwear/women/non-nkd/bottoms/leggings/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/berry/02.webp,ready_for_productdb_image_update,
ryderwear_female_lift_2_0_shorts_foldover_ribbed_high_waisted,Lift 2.0 BBL Seamless High-Waisted Shorts,Lift_2_0,Shorts,77,,images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green,images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/01.webp | images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/02.webp | images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/03.webp | images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/04.webp | images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/05.webp,images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/01.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/02.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/03.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/04.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/05.webp,images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/01.webp,images/brands/ryderwear/women/non-nkd/bottoms/shorts/construction/scrunch/invisible/seamless/--collection/lift-2.0/bbl/apple-green/02.webp,ready_for_productdb_image_update,
ryderwear_female_contour_sports_bra_rib_waistband_light_support,Contour Halter Sports Bra,Contour,Sports_Bra,55,,images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry,images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/01.png | images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/02.png | images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/03.png | images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/04.png,images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/01.png;images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/02.png;images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/03.png;images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/04.png,images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/01.png,images/brands/ryderwear/women/non-nkd/tops/sports-bra/cut/halter/seamless/fabric/ultra-soft/--collection/contour/marl/berry/02.png,ready_for_productdb_image_update,
ryderwear_female_contour_shorts_foldover_ribbed_high_waisted,Contour Seamless High-Waisted Shorts,Contour,Shorts,57,,images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black,images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/01.png | images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/02.png | images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/03.png | images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/04.png | images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/05.png | images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/06.png,images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/01.png;images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/02.png;images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/03.png;images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/04.png;images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/05.png;images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/06.png,images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/01.png,images/brands/ryderwear/women/non-nkd/bottoms/shorts/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/black/02.png,ready_for_productdb_image_update,
ryderwear_female_contour_leggings_foldover_ribbed_high_waisted,Contour Seamless High-Waisted Leggings,Contour,Leggings,56,,images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry,images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/01.png | images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/02.png | images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/03.png | images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/04.png | images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/05.png,images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/01.png;images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/02.png;images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/03.png;images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/04.png;images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/05.png,images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/01.png,images/brands/ryderwear/women/non-nkd/bottoms/leggings/fabric/ultra-soft/seamless/scrunch/invisible/--collection/contour/high-waisted/marl/berry/02.png,ready_for_productdb_image_update,
ryderwear_female_contour_track_pants_brushed_fleece_elastic_waistband_ankle_cuff,Contour Track Pants,Contour,Track_Pants,58,,images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black,images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/01.webp | images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/02.jpg | images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/03.webp | images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/04.jpg | images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/05.webp | images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/06.webp,images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/01.webp;images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/02.jpg;images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/03.webp;images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/04.jpg;images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/05.webp;images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/06.webp,images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/01.webp,images/brands/ryderwear/women/non-nkd/bottoms/track-pants/fabric/ultra-soft/high-waisted/--collection/contour/black/02.jpg,ready_for_productdb_image_update,
ryderwear_female_sculpt_shorts_foldover_ribbed_high_waisted_scrunch,Sculpt Seamless High-Waisted Shorts,Sculpt,Shorts,111,,images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure,images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/01.webp | images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/02.webp | images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/03.webp | images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/04.webp | images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/05.webp | images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/06.webp,images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/01.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/02.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/03.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/04.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/05.webp;images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/06.webp,images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/01.webp,images/brands/ryderwear/women/non-nkd/bottoms/shorts/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/02.webp,ready_for_productdb_image_update,
ryderwear_female_sculpt_leggings_foldover_ribbed_high_waisted_scrunch,Sculpt Seamless High-Waisted Leggings,Sculpt,Leggings,110,,images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure,images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/01.webp | images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/02.webp | images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/03.webp | images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/04.webp | images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/05.webp | images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/06.webp,images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/01.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/02.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/03.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/04.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/05.webp;images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/06.webp,images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/01.webp,images/brands/ryderwear/women/non-nkd/bottoms/leggings/rise/high-waisted/scrunch/minimal/seamless/--collection/sculpt/azure/02.webp,ready_for_productdb_image_update,
ryderwear_female_ultra_tank_top_mesh,Ultra Mesh Tank,Ultra,Tank_Top,118,,images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan,images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/01.webp | images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/02.webp | images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/03.webp | images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/04.webp | images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/05.webp,images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/01.webp;images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/02.webp;images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/03.webp;images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/04.webp;images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/05.webp,images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/01.webp,images/brands/ryderwear/women/non-nkd/tops/tank/mesh/--collection/legacy/ultra/tan/02.webp,ready_for_productdb_image_update,
ryderwear_female_ultra_tank_top_scoop,Ultra Scoop Tank,Ultra,Tank_Top,120,,images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan,images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/01.webp | images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/02.webp | images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/03.webp | images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/04.webp | images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/05.webp,images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/01.webp;images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/02.webp;images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/03.webp;images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/04.webp;images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/05.webp,images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/01.webp,images/brands/ryderwear/women/non-nkd/tops/tank/scoop/--collection/legacy/ultra/tan/02.webp,ready_for_productdb_image_update,
ryderwear_female_ultra_t_shirt_scoop,Ultra Scoop T-Shirt,Ultra,T_Shirt,119,,images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan,images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/01.webp | images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/02.webp | images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/03.webp | images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/04.webp | images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/05.webp,images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/01.webp;images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/02.webp;images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/03.webp;images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/04.webp;images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/05.webp,images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/01.webp,images/brands/ryderwear/women/non-nkd/tops/tee/slight-crop/--collection/legacy/ultra/tan/02.webp,ready_for_productdb_image_update,
ryderwear_female_slouchy_off_shoulder_top,Slouchy Off Shoulder Top,NULL,Slouchy_Off_Shoulder_Top,112,,images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso,images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/01.webp | images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/02.webp | images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/03.webp | images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/04.webp | images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/05.webp,images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/01.webp;images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/02.webp;images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/03.webp;images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/04.webp;images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/05.webp,images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/01.webp,images/brands/ryderwear/women/non-nkd/tops/slouchy-off-shoulder-top/espresso/02.webp,ready_for_productdb_image_update,
ryderwear_unisex_gym_bag_accessories,Gym Bag,NULL,Gym_Bag,68,images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/ryderwear-unisex-gym-bag-accessories/,images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla,images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/01.webp | images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/02.webp | images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/03.webp | images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/04.webp | images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/05.webp | images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/06.webp | images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/07.webp | images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/08.webp,images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/01.webp;images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/02.webp;images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/03.webp;images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/04.webp;images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/05.webp;images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/06.webp;images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/07.webp;images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/08.webp,images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/01.webp,images/brands/ryderwear/women/accessories/pilates-gym-bag/vanilla/02.webp,review_existing_images_present,Existing ProductDB images present; do not overwrite without manual review.
