"RelPath","Size","Hash"
".venv/Lib/site-packages/pip-25.2.dist-info/licenses/src/pip/_vendor/idna/LICENSE.md","1541","A59F0B0EF3635874109A4461CA44FF7A70D50696E814767BFAF721D4C9B0DB0F"
".venv/Lib/site-packages/pip-25.2.dist-info/licenses/src/pip/_vendor/urllib3/LICENSE.txt","1115","C37BF186E27CF9DBE9619E55EDFE3CEA7B30091CEB3DA63C7DACBE0E6D77907B"
".venv/Lib/site-packages/pycparser-2.23.dist-info/top_level.txt","10","73E94F712EF82FFF0AA07EC813A3D0179A1FCA2AD140D57856191B48520F7963"
".venv/Lib/site-packages/python_dateutil-2.9.0.post0.dist-info/top_level.txt","9","E2D8DD5A485166F17B2C0FC161EFCBF60076C3FA766BECF9CBA02B8DA464A2DF"
".venv/Lib/site-packages/pytz-2025.2.dist-info/LICENSE.txt","1088","BE8B1A37EBE26C592A90F6C0EB33103A7F383CE2F4D7498C0AF9A526990A07B8"
".venv/Lib/site-packages/pytz-2025.2.dist-info/top_level.txt","5","EB145896DF77E2FD721DBD4922B5E01F21B19F772A002BDDFB213CB248BF91C7"
".venv/Lib/site-packages/scipy/fft/_pocketfft/LICENSE.md","1523","C04661685CFF9D8035FE1C4C3AB357E7F7633CAFC06A73E9D90C3C5FEDE8A86A"
".venv/Lib/site-packages/scipy/io/matlab/tests/data/japanese_utf8.txt","270","AE0C62047EF1984285F75664077A0C2EBA800415C83443073D70CA7595CD0446"
".venv/Lib/site-packages/scipy/ndimage/tests/data/label_inputs.txt","315","A0128E8E5C8EAA40C444579FBB28E5B0F7957C64727E60DCFAE89AC2E31ECB80"
".venv/Lib/site-packages/scipy/ndimage/tests/data/label_results.txt","4603","84D3C4F1838F9B9319D7AF48E1CE499C6D9C5B195E3A529D746D55740F859F76"
".venv/Lib/site-packages/scipy/ndimage/tests/data/label_strels.txt","294","7CB8CB0826FBD90757E7990AB2C65DC20DBAD92695E4D81D206FC19FF80F1D28"
".venv/Lib/site-packages/scipy/spatial/tests/data/cdist-X1.txt","5760","2D3C5F243E47CF18B49A63338730A0A7475425F96B83A3B976E8FC2D5C5AF650"
".venv/Lib/site-packages/scipy/spatial/tests/data/cdist-X2.txt","11520","4DBDAAF2229B3EF525C4EFE7D6905F6245AFBB5CFF2EE05CC055C221166004E8"
".venv/Lib/site-packages/scipy/spatial/tests/data/iris.txt","15150","B1689CE7802E0C4DC8C8B93A5CEC3405CC824B3AF90645EBA4325CEC1D343934"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-boolean-inp.txt","50020","0FA90C0BC38AE47D99E86D3B979F7656D1043677A1C32F30B8CD6B8D5ABBC175"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-chebyshev-ml-iris.txt","178802","62CC35F7AFF143F029C0A89A07B39767E815BE1BE1147F30519030EC47DA713B"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-chebyshev-ml.txt","3042","8ED3E667083901FA48A26FB0323B72F3FEAD23AF5E3D49C9EDE61D17216AF46E"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-cityblock-ml-iris.txt","178802","59FDDD56685A9FC104622280B2B80DE5634C980987F6FF4D8C9A4EE3145D98F1"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-cityblock-ml.txt","3042","68C192576F1C8CA215D8245F751DB366C8AC967EA8C62D6D6106F167DB6E30CA"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-correlation-ml-iris.txt","178802","3DD541FF7D0EE421CBF66B3C2910759058ACC29F5279DF02579E34590BCD6897"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-correlation-ml.txt","3042","543817AB1DEF527DBAAF511915C4A4FABAB5FB079FD965457280562C6F33BEBA"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-cosine-ml-iris.txt","178802","AB99EBBC3CB2A9D96DAE3051C93E5E1554085BECB62206F625D0BCB4101797B1"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-cosine-ml.txt","3042","9CB2B9C83B5C994FACBE861E2CFB99668A25669C66A4E69E2ECC0B2D1E50A063"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-double-inp.txt","50020","D94CCC22FCFFAFB653D93C2DFA31FEA6CB7402FB9EE2E78665ECE4ED3DBFEAAD"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-euclidean-ml-iris.txt","178802","556326CCBDA33FFBE10F34C1858B591FBF9504A245A5A7D144EADE7C37A89162"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-euclidean-ml.txt","3042","2A7F2F1EAD7B21B5AD8F51BD5F308563512E5C54CF9C3EE05FD1705B62929B8E"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-hamming-ml.txt","3042","3AA8C7C2BA860709B0B1F4DE3767C8D44162592A4E03A665658C0DD76D58B35A"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-jaccard-ml.txt","3042","9E3FC9610E9B7EF8651432AEE4E0BFCC178ECCF2A07B0926A7149C2443C0CE1B"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-jensenshannon-ml-iris.txt","172739","C33D4EF841D94F6703C05B68C386682D64204BC598E833F36FF224F525C0F05B"
".venv/Lib/site-packages/scipy/spatial/tests/data/pdist-jensenshannon-ml.txt","2819","AE9B3903050AE14A7DA82477C00135C1FC2E284E5FB4A6531C284F607D21B1F0"
